TaxID	Taxon	Rank
TaxID_235	Brucella abortus	species
TaxID_1503054	Burkholderia stagnalis	species
TaxID_1922222	Sphingorhabdus sp. Alg231-15	species
TaxID_1690815	Pseudonocardia sp. HH130630-07	species
TaxID_76758	Pseudomonas orientalis	species
TaxID_99598	Calothrix sp. PCC 7507	species
TaxID_85701	Bartonella tribocorum	species
TaxID_2482769	Serratia sp. P2ACOL2	species
TaxID_466153	Singulisphaera acidiphila	species
TaxID_197162	Deferribacter desulfuricans	species
TaxID_1589270	Streptococcus phage Str-PAP-1	species
TaxID_79329	Chitinophaga pinensis	species
TaxID_1399115	Exiguobacterium sp. MH3	species
TaxID_1637869	Burkholderia sp. MSMB0856	species
TaxID_203907	Candidatus Blochmannia floridanus	species
TaxID_1262539	Vibrio phage VH7D	species
TaxID_1758689	Serinicoccus sp. JLT9	species
TaxID_413503	Cronobacter malonaticus	species
TaxID_621376	Pseudoalteromonas donghaensis	species
TaxID_2005458	Nostoc sp. NIES-4103	species
TaxID_568766	Dickeya sp. NCPPB 3274	species
TaxID_508441	Ictalurid herpesvirus 2	species
TaxID_2507160	Aminipila sp. JN-39	species
TaxID_1532	Blautia coccoides	species
TaxID_326523	Neisseria zoodegmatis	species
TaxID_1249	Weissella paramesenteroides	species
TaxID_2507159	Clostridium sp. JN-9	species
TaxID_444103	Streptomyces sp. CNQ-509	species
TaxID_721785	Acidovorax ebreus	species
TaxID_1394889	Thermosynechococcus sp. NK55a	species
TaxID_1914897	Cronobacter virus CR3	species
TaxID_1834196	Lachnoclostridium sp. YL32	species
TaxID_388357	Kocuria turfanensis	species
TaxID_83558	Chlamydia pneumoniae	species
TaxID_68209	Streptomyces globosus	species
TaxID_39778	Veillonella dispar	species
TaxID_459845	Streptococcus virus 858	species
TaxID_1509	Clostridium sporogenes	species
TaxID_1725	Corynebacterium xerosis	species
TaxID_358766	Methanoregula boonei	species
TaxID_33994	Neorickettsia helminthoeca	species
TaxID_1883366	Synechococcus phage S-CAM3	species
TaxID_1983110	Mycobacterium virus Vincenzo	species
TaxID_41977	Azoarcus communis	species
TaxID_43687	Metallosphaera sedula	species
TaxID_553510	Streptomyces gilvosporeus	species
TaxID_940615	Granulicella tundricola	species
TaxID_1871022	Libanicoccus massiliensis	species
TaxID_150396	Pseudomonas sp. MT-1	species
TaxID_2107707	Pandoravirus macleodensis	species
TaxID_136857	Corynebacterium testudinoris	species
TaxID_492670	Bacillus velezensis	species
TaxID_2480625	Plantibacter sp. PA-3-X8	species
TaxID_1795631	Variovorax sp. PAMC 28711	species
TaxID_404011	Shewanella piezotolerans	species
TaxID_1763536	Thalassotalea crassostreae	species
TaxID_2083053	Pseudomonas sp. SWI44	species
TaxID_388640	Bartonella australis	species
TaxID_1898103	Rhodocyclaceae bacterium	species
TaxID_47900	Garlic common latent virus	species
TaxID_1548548	Bradymonas sediminis	species
TaxID_1173273	Pseudomonas sp. R2-37-08W	species
TaxID_216937	Spiroplasma floricola	species
TaxID_31998	Methylobacterium radiotolerans	species
TaxID_1501268	Prochlorococcus sp. MIT 0604	species
TaxID_345201	Invertebrate iridescent virus 3	species
TaxID_10258	Orf virus	species
TaxID_1354	Enterococcus hirae	species
TaxID_1981510	Monoglobus pectinilyticus	species
TaxID_446692	Acetobacter senegalensis	species
TaxID_1763535	Hydrogenophaga crassostreae	species
TaxID_118323	Oscillatoria acuminata	species
TaxID_528191	Paenibacillus xylanexedens	species
TaxID_745377	Natronolimnobius aegyptiacus	species
TaxID_584609	Tenacibaculum jejuense	species
TaxID_471827	Candidatus Desulforudis audaxviator	species
TaxID_1961713	Streptomyces sp. MOE7	species
TaxID_1784713	Flavobacterium arcticum	species
TaxID_598467	Brenneria sp. EniD312	species
TaxID_93930	Thermotoga naphthophila	species
TaxID_1850254	Arcobacter sp. LPB0137	species
TaxID_1777491	Alteromonas sp. Mac1	species
TaxID_269261	Nitratifractor salsuginis	species
TaxID_28450	Burkholderia pseudomallei	species
TaxID_827	Campylobacter ureolyticus	species
TaxID_445576	Pseudonocardia sp. AL041005-10	species
TaxID_1934254	Klebsiella sp. M5al	species
TaxID_146786	Thermosynechococcus elongatus	species
TaxID_1515612	Sphingopyxis fribergensis	species
TaxID_414996	Actinopolyspora erythraea	species
TaxID_1131707	Sphaerochaeta pleomorpha	species
TaxID_1197717	Cloacibacillus porcorum	species
TaxID_1855519	Sphingobium sp. EP60837	species
TaxID_2337	Thermotoga neapolitana	species
TaxID_1218493	Lactobacillus kullabergensis	species
TaxID_1416803	Bordetella genomosp. 9	species
TaxID_1972846	Streptomyces sp. Sge12	species
TaxID_302406	Advenella mimigardefordensis	species
TaxID_62099	Anomala cuprea entomopoxvirus	species
TaxID_310783	Deinococcus deserti	species
TaxID_1076588	Thiolapillus brandeum	species
TaxID_2185142	Altererythrobacter sp. ZODW24	species
TaxID_658644	Pseudomonas sp. R5-89-07	species
TaxID_2133959	Bartonella sp. 'Tel Aviv'	species
TaxID_1555202	Escherichia phage 121Q	species
TaxID_364197	Pseudomonas pohangensis	species
TaxID_1714845	Alteromonas sp. BL110	species
TaxID_1463165	Klebsiella quasipneumoniae	species
TaxID_2180	Methanothermus fervidus	species
TaxID_143393	[Eubacterium] sulci	species
TaxID_452	Legionella spiritensis	species
TaxID_364317	Verminephrobacter eiseniae	species
TaxID_44742	Desulfovibrio fairfieldensis	species
TaxID_46679	Pseudomonas mucidolens	species
TaxID_1141136	Cronobacter phage vB_CsaM_GAP32	species
TaxID_35241	Lactococcus phage Tuc2009	species
TaxID_1508420	Thermotoga profunda	species
TaxID_91844	Candidatus Portiera aleyrodidarum	species
TaxID_663241	Enterococcus phage phiEf11	species
TaxID_198618	Pseudomonas umsongensis	species
TaxID_2202826	Methylobacterium sp. 17Sr1-1	species
TaxID_1764	Mycobacterium avium	species
TaxID_43685	Lactococcus phage r1t	species
TaxID_2502843	Erythrobacter sp. HKB08	species
TaxID_1868589	Phreatobacter cathodiphilus	species
TaxID_513223	Microcystis panniformis	species
TaxID_1211640	Caulobacter phage CcrColossus	species
TaxID_38323	Bartonella henselae	species
TaxID_233055	Desulfitobacterium dichloroeliminans	species
TaxID_702113	Novosphingobium sp. PP1Y	species
TaxID_693444	Enterobacteriaceae bacterium strain FGI 57	species
TaxID_2350	Haliscomenobacter hydrossis	species
TaxID_1743168	Polynucleobacter wuianus	species
TaxID_1077946	Streptomyces hundungensis	species
TaxID_1871690	Lactococcus phage 98201	species
TaxID_362787	Candidatus Protochlamydia amoebophila	species
TaxID_530584	Prauserella marina	species
TaxID_1534	Clostridium kluyveri	species
TaxID_2487073	Chryseobacterium sp. H3001	species
TaxID_626937	Christensenella minuta	species
TaxID_323415	Dokdonella koreensis	species
TaxID_1379702	Methanobacterium sp. MB1	species
TaxID_1982285	Propionibacterium virus PHL112N00	species
TaxID_150120	Shewanella livingstonensis	species
TaxID_246273	Wolbachia endosymbiont of Cimex lectularius	species
TaxID_1479	Bacillus smithii	species
TaxID_300019	Microbacterium paludicola	species
TaxID_229731	Halobiforma lacisalsi	species
TaxID_413497	Cronobacter dublinensis	species
TaxID_2014542	Alcanivorax sp. N3-2A	species
TaxID_1914899	Cronobacter virus CR9	species
TaxID_319236	Nonlabens sediminis	species
TaxID_187880	Thermococcus radiotolerans	species
TaxID_1100	Pelodictyon luteolum	species
TaxID_1484158	Pantoea sp. PSNIH1	species
TaxID_1602	Lactobacillus alimentarius	species
TaxID_1316941	Archaeoglobus sulfaticallidus	species
TaxID_573737	Pandoraea oxalativorans	species
TaxID_187137	Oceanithermus profundus	species
TaxID_1325564	Nitrospira japonica	species
TaxID_86664	Bacillus flexus	species
TaxID_1980001	Cellulosimicrobium sp. TH-20	species
TaxID_14	Dictyoglomus thermophilum	species
TaxID_46127	Staphylococcus felis	species
TaxID_65959	Acetobacter pomorum	species
TaxID_1032072	Arcobacter molluscorum	species
TaxID_54005	Peptoniphilus harei	species
TaxID_82633	Cupriavidus pauculus	species
TaxID_1921555	Escherichia virus Seurat	species
TaxID_1933904	Bartonella sp. WD16.2	species
TaxID_335406	Sphingosinicella microcystinivorans	species
TaxID_199441	Bacillus krulwichiae	species
TaxID_505249	Arcobacter marinus	species
TaxID_435	Acetobacter aceti	species
TaxID_29303	Streptomyces cattleya	species
TaxID_93218	Pandoraea apista	species
TaxID_1560339	Enterobacter sp. E20	species
TaxID_29510	Turneriella parva	species
TaxID_728066	Pseudarthrobacter equi	species
TaxID_701042	Mycobacterium marseillense	species
TaxID_299767	Enterobacter ludwigii	species
TaxID_1301280	Invertebrate iridovirus 25	species
TaxID_471223	Geobacillus sp. WCH70	species
TaxID_387343	Halopiger xanaduensis	species
TaxID_103855	Bordetella hinzii	species
TaxID_351604	Geobacter uraniireducens	species
TaxID_208962	Escherichia albertii	species
TaxID_1340	Streptococcus porcinus	species
TaxID_2184519	Hydrogenophaga sp. NH-16	species
TaxID_33010	Cutibacterium avidum	species
TaxID_1331682	Brachybacterium ginsengisoli	species
TaxID_1679444	Akkermansia glycaniphila	species
TaxID_117157	Actinopolymorpha singaporensis	species
TaxID_1897729	Halomonas aestuarii	species
TaxID_581103	Geobacillus sp. Y4.1MC1	species
TaxID_459526	Flavobacterium anhuiense	species
TaxID_2483798	Nocardioides sp. 603	species
TaxID_2494234	Sutterella megalosphaeroides	species
TaxID_28198	Arcobacter cryaerophilus	species
TaxID_44674	Sulfurospirillum barnesii	species
TaxID_34020	Candidatus Liberibacter africanus	species
TaxID_1462	Geobacillus kaustophilus	species
TaxID_1609758	Novosphingobium sp. P6W	species
TaxID_59241	Streptococcus phage Dp-1	species
TaxID_43659	Pseudoalteromonas tetraodonis	species
TaxID_1911587	Virgibacillus sp. 6R	species
TaxID_2069256	Pseudomonas sp. XWY-1	species
TaxID_1085624	Persicobacter sp. JZB09	species
TaxID_680279	Agarivorans gilvus	species
TaxID_1701809	Caulobacter phage Percy	species
TaxID_875328	Mycolicibacter sinensis	species
TaxID_1884904	Candidatus Planktophila sulfonica	species
TaxID_39152	Methanococcus maripaludis	species
TaxID_2169928	Escherichia virus mEpX2	species
TaxID_1660083	Leptospirillum sp. Group II 'CF-1'	species
TaxID_1445858	Enterococcus phage IME-EFm1	species
TaxID_1850238	Rhizorhabdus dicambivorans	species
TaxID_2172098	Flavobacterium pallidum	species
TaxID_47884	Pseudomonas taetrolens	species
TaxID_1208324	Celeribacter indicus	species
TaxID_180282	Delftia tsuruhatensis	species
TaxID_1406512	Candidatus Methanomassiliicoccus intestinalis	species
TaxID_2500542	Salmonella sp. SSDFZ54	species
TaxID_1910935	Bacillus virus Agate	species
TaxID_2490853	Rhodococcus sp. NJ-530	species
TaxID_2026885	Candidatus Bipolaricaulis anaerobius	species
TaxID_1042877	Thermococcus sp. 4557	species
TaxID_230361	Methanobrevibacter millerae	species
TaxID_929833	Rhizobium phage RR1-A	species
TaxID_1678078	Mollivirus sibericum	species
TaxID_43658	Pseudoalteromonas rubra	species
TaxID_1749259	Marinobacter sp. LQ44	species
TaxID_1984796	Salmonella virus SPN3US	species
TaxID_75658	Campylobacter lanienae	species
TaxID_2040624	Gemella sp. ND 6198	species
TaxID_1175445	Methanocella arvoryzae	species
TaxID_1526658	Bosea vaviloviae	species
TaxID_336261	Thermovirga lienii	species
TaxID_477680	Filimonas lacunae	species
TaxID_1522671	Dehalococcoides sp. UCH007	species
TaxID_1206	Trichodesmium erythraeum	species
TaxID_249188	Haemophilus pittmaniae	species
TaxID_28187	Acetohalobium arabaticum	species
TaxID_375175	Lactobacillus backii	species
TaxID_1478	Bacillus simplex	species
TaxID_744985	alpha proteobacterium HIMB59	species
TaxID_1761891	Pseudoalteromonas sp. 13-15	species
TaxID_260364	Shewanella marisflavi	species
TaxID_1074467	Lactobacillus heilongjiangensis	species
TaxID_1699621	Psychrobacter sp. P11F6	species
TaxID_2170001	Dolphin mastadenovirus B	species
TaxID_1437360	Bradyrhizobium erythrophlei	species
TaxID_2108445	Mesorhizobium sp. DCY119	species
TaxID_1336795	Formosa sp. Hel3_A1_48	species
TaxID_582	Morganella morganii	species
TaxID_80679	Thioflavicoccus mobilis	species
TaxID_137545	Serratia quinivorans	species
TaxID_1871681	Lactococcus phage 50101	species
TaxID_1017	Capnocytophaga gingivalis	species
TaxID_1633149	Enterococcus virus FL1	species
TaxID_2051905	Enterobacter sp. CRENT-193	species
TaxID_663	Vibrio alginolyticus	species
TaxID_158841	Leminorella richardii	species
TaxID_748247	Azoarcus sp. KH32C	species
TaxID_1921121	Escherichia virus JenP2	species
TaxID_163164	Wolbachia endosymbiont of Drosophila melanogaster	species
TaxID_66821	Sulfurospirillum multivorans	species
TaxID_219314	Aeromicrobium marinum	species
TaxID_1402	Bacillus licheniformis	species
TaxID_54913	Brevibacillus formosus	species
TaxID_261654	Micromonospora auratinigra	species
TaxID_875171	Celeribacter baekdonensis	species
TaxID_78259	Scardovia inopinata	species
TaxID_255247	Fictibacillus arsenicus	species
TaxID_139208	Isoptericola variabilis	species
TaxID_551760	Aromatoleum aromaticum	species
TaxID_1717717	Marinifilaceae bacterium SPP2	species
TaxID_1508644	Candidatus Arthromitus sp. SFB-mouse-NL	species
TaxID_67825	Citrobacter rodentium	species
TaxID_754038	Synechococcus phage S-CAM8	species
TaxID_216945	Spiroplasma syrphidicola	species
TaxID_1904944	Stenotrophomonas sp. LM091	species
TaxID_71997	Thermococcus gorgonarius	species
TaxID_194963	Sinorhizobium americanum	species
TaxID_81032	Hyphomonas neptunium	species
TaxID_241244	Rummeliibacillus stabekisii	species
TaxID_413889	Caldicellulosiruptor kronotskyensis	species
TaxID_1842727	Rhodoferax koreense	species
TaxID_2482728	Pedobacter sp. G11	species
TaxID_1517	Thermoanaerobacterium thermosaccharolyticum	species
TaxID_1295642	Parageobacillus genomosp. 1	species
TaxID_562	Escherichia coli	species
TaxID_169427	Paraburkholderia terricola	species
TaxID_1050370	Thiomonas sp. X19	species
TaxID_409322	Treponema pedis	species
TaxID_31532	Lactococcus virus sk1	species
TaxID_47715	Lactobacillus rhamnosus	species
TaxID_33959	Lactobacillus johnsonii	species
TaxID_91915	Asaia bogorensis	species
TaxID_2169979	Leuconostoc virus P793	species
TaxID_1720495	Escherichia phage slur16	species
TaxID_1852625	Klebsiella phage vB_KpnM_KpV477	species
TaxID_119484	Syntrophobacter fumaroxidans	species
TaxID_488	Neisseria mucosa	species
TaxID_56448	Xanthomonas arboricola	species
TaxID_86170	Syntrophothermus lipocalidus	species
TaxID_2287	Saccharolobus solfataricus	species
TaxID_2203895	Psychrobacter sp. YP14	species
TaxID_1462747	Thermosipho sp. 1063	species
TaxID_1467	Bacillus lentus	species
TaxID_1491	Clostridium botulinum	species
TaxID_561879	Bacillus safensis	species
TaxID_53437	Nocardiopsis alba	species
TaxID_28135	Prevotella oris	species
TaxID_672	Vibrio vulnificus	species
TaxID_81468	Aminobacterium colombiense	species
TaxID_339	Xanthomonas campestris	species
TaxID_57705	Halomicrobium mukohataei	species
TaxID_1273747	Halovirus HCTV-2	species
TaxID_36746	Pseudomonas cichorii	species
TaxID_2177	Methanohalophilus halophilus	species
TaxID_2293	Desulfobacter postgatei	species
TaxID_1147144	Enterobacteria phage HK225	species
TaxID_244787	Nautilia profundicola	species
TaxID_169430	Paraburkholderia hospita	species
TaxID_2496266	Iodobacter sp. H11R3	species
TaxID_884684	Mageeibacillus indolicus	species
TaxID_37928	Arthrobacter crystallopoietes	species
TaxID_33069	Pseudomonas viridiflava	species
TaxID_1785996	Leptotrichia sp. oral taxon 847	species
TaxID_408139	Leptospira kmetyi	species
TaxID_260554	Bacillus halotolerans	species
TaxID_93221	Pandoraea pulmonicola	species
TaxID_577	Raoultella terrigena	species
TaxID_35799	Nitrosospira briensis	species
TaxID_1453081	Faba bean necrotic yellows C11 alphasatellite	species
TaxID_29501	Mycoplasma haemofelis	species
TaxID_93929	Thermotoga petrophila	species
TaxID_2487071	Chryseobacterium sp. F5649	species
TaxID_171284	Mycoplasma cynos	species
TaxID_2187	Methanococcus vannielii	species
TaxID_42444	Marinovum algicola	species
TaxID_859143	Bacillus kochii	species
TaxID_2170745	Auritidibacter sp. NML130574	species
TaxID_1737359	Gordonia sp. 1D	species
TaxID_61646	Lelliottia amnigena	species
TaxID_556	Dickeya chrysanthemi	species
TaxID_1985691	Rochambeau curiovirus	species
TaxID_933845	Bathycoccus sp. RCC1105 virus BpV	species
TaxID_615	Serratia marcescens	species
TaxID_446660	Adlercreutzia equolifaciens	species
TaxID_1736675	Devosia sp. A16	species
TaxID_191579	Fluviicola taffensis	species
TaxID_63363	Aquifex aeolicus	species
TaxID_161154	Thermanaeromonas toyohensis	species
TaxID_373994	Rivularia sp. PCC 7116	species
TaxID_289435	Sphaerospermopsis kisseleviana	species
TaxID_1156433	Streptococcus sp. I-P16	species
TaxID_291990	Thermosediminibacter oceani	species
TaxID_1805933	Rahnella sp. ERMR1:05	species
TaxID_1783515	Streptomyces qaidamensis	species
TaxID_2169978	Leuconostoc virus Lmd1	species
TaxID_1923493	Wenling hepe-like virus 1	species
TaxID_74829	Pseudomonas balearica	species
TaxID_1421	Lysinibacillus sphaericus	species
TaxID_1275	Kocuria rosea	species
TaxID_368607	Janthinobacterium svalbardensis	species
TaxID_1920883	Marivivens sp. JLT3646	species
TaxID_1333523	Salinarchaeum sp. Harcht-Bsk1	species
TaxID_456827	Candidatus Cloacimonas acidaminovorans	species
TaxID_171437	Tistrella mobilis	species
TaxID_2483033	Sedimentitalea sp. W43	species
TaxID_97195	Heterosigma akashiwo virus 01	species
TaxID_1746199	Bordetella sp. N	species
TaxID_2419773	Lactococcus sp. 1JSPR-7	species
TaxID_155194	Bartonella bovis	species
TaxID_1520	Clostridium beijerinckii	species
TaxID_1513	Clostridium tetani	species
TaxID_271097	Shewanella sediminis	species
TaxID_1008460	Pyrococcus yayanosii	species
TaxID_769	Anaplasma centrale	species
TaxID_152260	Chloroflexus aggregans	species
TaxID_745310	Sphingomonas sp. MM-1	species
TaxID_760939	Acinetobacter phage Acj9	species
TaxID_2170246	Leuconostoc virus 1A4	species
TaxID_61647	Pluralibacter gergoviae	species
TaxID_1871687	Lactococcus phage 63301	species
TaxID_33045	Bartonella grahamii	species
TaxID_2169927	Escherichia virus mEpX1	species
TaxID_556053	Polynucleobacter acidiphobus	species
TaxID_158823	Cedecea lapagei	species
TaxID_2201999	Micromonospora sp. B006	species
TaxID_2507162	Caproiciproducens sp. NJN-50	species
TaxID_931866	Bradyrhizobium ottawaense	species
TaxID_216942	Spiroplasma litorale	species
TaxID_1720493	Escherichia phage slur01	species
TaxID_1758196	Serratia sp. SSNIH1	species
TaxID_373126	Sodalis phage phiSG1	species
TaxID_63186	Zobellia galactanivorans	species
TaxID_480520	Myroides profundi	species
TaxID_1839799	Streptococcus sp. FDAARGOS_192	species
TaxID_309868	Candidatus Liberibacter americanus	species
TaxID_102684	Streptococcus infantarius	species
TaxID_1853278	Neisseria sp. 10023	species
TaxID_1852377	Actinomyces pacaensis	species
TaxID_2176	Methanohalophilus mahii	species
TaxID_1914199	Escherichia virus AR1	species
TaxID_345199	Invertebrate iridescent virus 31	species
TaxID_2169883	Erwinia virus EaH2	species
TaxID_85404	Mannheimia varigena	species
TaxID_472569	Devriesea agamarum	species
TaxID_2030797	Glaesserella sp. 15-184	species
TaxID_1249552	Pseudohongiella spirulinae	species
TaxID_543877	Altererythrobacter marensis	species
TaxID_1941347	Bacillus sp. 275	species
TaxID_386490	Terribacillus goriensis	species
TaxID_1604004	Halanaeroarchaeum sulfurireducens	species
TaxID_285450	Streptomyces roseochromogenus	species
TaxID_1075	Rhodobacter blasticus	species
TaxID_42862	Rickettsia felis	species
TaxID_1955558	Noumeavirus	species
TaxID_31958	Amycolatopsis orientalis	species
TaxID_1914541	Rhizobium sp. Y9	species
TaxID_2112	Mycoplasma bovigenitalium	species
TaxID_71999	Kocuria palustris	species
TaxID_2066049	Citrobacter freundii complex sp. CFNIH2	species
TaxID_2173034	Clostridiales bacterium 70B-A	species
TaxID_546871	Friedmanniella luteola	species
TaxID_38302	Corynebacterium mycetoides	species
TaxID_397865	Barnesiella viscericola	species
TaxID_216778	Stenotrophomonas rhizophila	species
TaxID_2382165	Nocardia sp. CFHS0054	species
TaxID_266	Paracoccus denitrificans	species
TaxID_1608473	Acinetobacter sp. NCu2D-2	species
TaxID_140	Borrelia hermsii	species
TaxID_236753	Fastidiosipila sanguinis	species
TaxID_1689	Bifidobacterium dentium	species
TaxID_287412	Lactococcus virus Sl4	species
TaxID_2039	Tropheryma whipplei	species
TaxID_423351	Mucilaginibacter paludis	species
TaxID_673862	Candidatus Babela massiliensis	species
TaxID_2233851	Blastochloris sp. GI	species
TaxID_55197	Flavobacterium branchiophilum	species
TaxID_106578	Thermoanaerobacter siderophilus	species
TaxID_249402	Cardinium endosymbiont of Encarsia pergandiella	species
TaxID_33970	Melissococcus plutonius	species
TaxID_1338689	Pseudomonas sp. JY-Q	species
TaxID_44001	Caldicellulosiruptor saccharolyticus	species
TaxID_1788	Mycolicibacter terrae	species
TaxID_320324	Formosa agariphila	species
TaxID_1630135	Dermabacter vaginalis	species
TaxID_33075	Acidobacterium capsulatum	species
TaxID_1270	Micrococcus luteus	species
TaxID_33887	Rathayibacter rathayi	species
TaxID_1498172	Escherichia phage ECBP5	species
TaxID_2057246	Acidipropionibacterium virtanenii	species
TaxID_2014541	Halomonas sp. N3-2A	species
TaxID_169402	Wolbachia endosymbiont of Folsomia candida	species
TaxID_298653	Frankia sp. EAN1pec	species
TaxID_1548	Clostridium scatologenes	species
TaxID_1094342	Alcanivorax xenomutans	species
TaxID_617123	Lachnoanaerobaculum umeaense	species
TaxID_1643450	Devosia sp. H5989	species
TaxID_1413	Bacillus cellulosilyticus	species
TaxID_1920781	Klebsiella virus K244	species
TaxID_65741	Pseudomonas knackmussii	species
TaxID_225848	Shewanella psychrophila	species
TaxID_1842539	Bosea sp. RAC05	species
TaxID_1781	Mycobacterium marinum	species
TaxID_1747326	Enterococcus phage vB_EfaS_IME197	species
TaxID_1407493	Shigella phage SfIV	species
TaxID_2005703	Enterococcus wangshanyuanii	species
TaxID_130308	Human mastadenovirus E	species
TaxID_669041	Tenacibaculum dicentrarchi	species
TaxID_2247	Halorubrum lacusprofundi	species
TaxID_103731	Saccharothrix espanaensis	species
TaxID_1157948	Thermotoga sp. 2812B	species
TaxID_1307763	Kiritimatiella glycovorans	species
TaxID_1199245	secondary endosymbiont of Ctenarytaina eucalypti	species
TaxID_1346	Streptococcus iniae	species
TaxID_1423	Bacillus subtilis	species
TaxID_1581038	Bacillus sp. FJAT-22090	species
TaxID_1564114	Rhodococcus sp. B7740	species
TaxID_687800	Synechococcus phage S-RIM2	species
TaxID_47834	Spiroplasma kunkelii	species
TaxID_1211326	Spirosoma aerolatum	species
TaxID_446	Legionella pneumophila	species
TaxID_1327635	Sphingomonas sp. Cra20	species
TaxID_108010	Thioalkalivibrio paradoxus	species
TaxID_1160	Planktothrix agardhii	species
TaxID_114090	Pediococcus inopinatus	species
TaxID_44822	Microcystis viridis	species
TaxID_2364271	Rhizobium sp. CCGE531	species
TaxID_513050	Dictyoglomus turgidum	species
TaxID_59737	Rathayibacter iranicus	species
TaxID_803	Bartonella quintana	species
TaxID_1513235	Cafeteria roenbergensis virus	species
TaxID_1776	Mycolicibacterium flavescens	species
TaxID_1884916	Candidatus Nanopelagicus abundans	species
TaxID_53461	Nakamurella multipartita	species
TaxID_1747	Cutibacterium acnes	species
TaxID_367806	Blattabacterium sp. (Blatta orientalis)	species
TaxID_54254	Thermosphaera aggregans	species
TaxID_83552	Parachlamydia acanthamoebae	species
TaxID_486	Neisseria lactamica	species
TaxID_948519	Aeromonas rivipollensis	species
TaxID_1636608	Aeromonas sp. ASNIH3	species
TaxID_1609968	Methanobrevibacter sp. YE315	species
TaxID_1329899	Cycloclasticus zancles	species
TaxID_1197	Microchaete diplosiphon	species
TaxID_716	Actinobacillus suis	species
TaxID_1434191	Glycocaulis alkaliphilus	species
TaxID_82983	Obesumbacterium proteus	species
TaxID_408015	Streptomyces xiamenensis	species
TaxID_1936080	Winogradskyella sp. J14-2	species
TaxID_1445505	Gynuella sunshinyii	species
TaxID_191026	Desulfovibrio hydrothermalis	species
TaxID_271	Thermus aquaticus	species
TaxID_1348774	Croceicoccus naphthovorans	species
TaxID_1283071	Vibrio phage JA-1	species
TaxID_322019	Acanthocystis turfacea chlorella virus 1	species
TaxID_40215	Acinetobacter junii	species
TaxID_1311	Streptococcus agalactiae	species
TaxID_164514	Blattabacterium punctulatus	species
TaxID_74313	Brevundimonas subvibrioides	species
TaxID_183417	Proteus hauseri	species
TaxID_2419841	Virgibacillus sp. Bac330	species
TaxID_797277	Pseudomonas litoralis	species
TaxID_438780	Lactobacillus phage phiPYB5	species
TaxID_326320	Dokdonia donghaensis	species
TaxID_48935	Novosphingobium aromaticivorans	species
TaxID_532075	Enterobacteria phage EcoDS1	species
TaxID_1714848	Aquimarina sp. AD1	species
TaxID_112234	Chryseobacterium joostei	species
TaxID_32049	Synechococcus sp. PCC 7002	species
TaxID_1385663	Hymenobacter sp. DG25A	species
TaxID_1983117	Mycobacterium virus Cooper	species
TaxID_1150990	Enterobacter phage Enc34	species
TaxID_51197	Syntrophobotulus glycolicus	species
TaxID_1675603	Citrobacter phage Michonne	species
TaxID_79604	Denitrobacterium detoxificans	species
TaxID_754397	Polaribacter sp. SA4-10	species
TaxID_2026785	Rhodobiaceae bacterium	species
TaxID_1920749	Candidatus Mancarchaeum acidiphilum	species
TaxID_138336	Blastococcus saxobsidens	species
TaxID_76123	Prevotella enoeca	species
TaxID_2371	Xylella fastidiosa	species
TaxID_59843	Paenibacillus glucanolyticus	species
TaxID_2026240	Klebsiella quasivariicola	species
TaxID_673860	Aciduliprofundum sp. MAR08-339	species
TaxID_2268026	Runella sp. SP2	species
TaxID_2500532	Paracoccus sp. Arc7-R13	species
TaxID_2054	Gordonia bronchialis	species
TaxID_39444	Cotia virus	species
TaxID_35794	Rickettsia slovaca	species
TaxID_10678	Escherichia virus P1	species
TaxID_1815509	Bacillus phage AR9	species
TaxID_1587	Lactobacillus helveticus	species
TaxID_660522	Haloplanus aerogenes	species
TaxID_118000	Denitrovibrio acetiphilus	species
TaxID_59310	Streptococcus macedonicus	species
TaxID_1566358	Paenibacillus sp. IHBB 10380	species
TaxID_2014887	Herbaspirillum robiniae	species
TaxID_1300003	Alteromonas phage vB_AmaP_AD45-P	species
TaxID_418699	Azoarcus olearius	species
TaxID_29284	Halorubrum trapanicum	species
TaxID_420950	Methanolobus psychrophilus	species
TaxID_1652495	Corynebacterium crudilactis	species
TaxID_1176482	Sulfurimonas gotlandica	species
TaxID_1147129	Dehalobacter sp. DCA	species
TaxID_1907578	Lelliottia jeotgali	species
TaxID_1918011	Bacillus virus Bastille	species
TaxID_142864	Cylindrospermum stagnale	species
TaxID_28108	Alteromonas macleodii	species
TaxID_1982090	Arthrobacter virus Mudcat	species
TaxID_732	Aggregatibacter aphrophilus	species
TaxID_679318	Rhodococcus sp. WMMA185	species
TaxID_2364272	Rhizobium sp. CCGE532	species
TaxID_390884	Echinicola vietnamensis	species
TaxID_35554	Geobacter sulfurreducens	species
TaxID_1841863	Gordonibacter massiliensis	species
TaxID_395598	Pseudomonas reinekei	species
TaxID_108981	Acinetobacter schindleri	species
TaxID_198	Campylobacter hyointestinalis	species
TaxID_1914209	Escherichia virus RB14	species
TaxID_1751286	Nostoc sp. NIES-3756	species
TaxID_553239	Vibrio breoganii	species
TaxID_190895	Vibrio rotiferianus	species
TaxID_2283194	Sporosarcina sp. PTS2304	species
TaxID_1050174	Corynebacterium epidermidicanis	species
TaxID_158787	Bifidobacterium scardovii	species
TaxID_34073	Variovorax paradoxus	species
