TaxID	CSM5MCXD	CSM5MCVL	CSM5FZ4M	CSM5MCXH	CSM5MCY4	CSM5MCUO	CSM5MCW6	CSM5MCWC	CSM5MCXT	CSM67UEW_TR	CSM5MCZB	CSM67U9H	CSM67UAK	CSM67UAU	CSM67UB9	CSM79HHO	CSM67UH7	CSM79HH4	CSM79HHW	CSM79HKX	CSM79HNE	CSM79HNO	CSM7KOP6	CSM7KORO	CSM7KOTO	CSM7KOUL	MSM5LLDI	MSM5LLGL	MSM5LLEP	MSM6J2J3	MSM6J2HD	MSM5LLHC	MSM6J2IE	MSM5LLF4	MSM6J2HN	MSM6J2JN	MSM6J2JZ	MSM6J2PO	MSM6J2Q1	MSM79H54	MSM79H5E	MSM79HF3	MSM79HDK	MSM79HDA	MSM79H7C	MSM79HCG	MSM79H8D	MSM9VZMA	MSM9VZFL	MSM9VZNR	MSM9VZMM	MSM9VZPH	MSM9VZL5	MSMA267V
TaxID_374162	0.002	0.0	0.001	0.002	0.001	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.001	0.001	0.002	0.002	0.001	0.001	0.0	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.0	0.002	0.001	0.001	0.0	0.001	0.002	0.001	0.0	0.001	0.0	0.001	0.0	0.001	0.002	0.001	0.001
TaxID_2183547	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.005	0.001	0.0	0.001	0.005	0.0	0.0	0.001	0.002	0.0	0.003	0.0	0.002	0.004	0.0	0.001	0.0	0.001	0.004	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.0	0.001	0.0	0.003	0.001	0.008	0.001	0.003	0.001	0.001	0.0	0.001	0.0	0.001	0.002	0.0	0.002	0.001	0.0	0.001	0.003
TaxID_169760	0.002	0.0	0.0	0.001	0.002	0.002	0.001	0.026	0.001	0.004	0.002	0.008	0.0	0.002	0.0	0.006999999999999999	0.001	0.001	0.0	0.001	0.025	0.0	0.003	0.002	0.002	0.001	0.004	0.002	0.001	0.004	0.0	0.008	0.001	0.008	0.001	0.001	0.009000000000000001	0.005	0.003	0.01	0.005	0.003	0.003	0.008	0.001	0.001	0.002	0.0	0.001	0.002	0.001	0.004	0.002	0.006999999999999999
TaxID_2303331	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.002	0.0	0.0	0.001	0.001	0.001	0.008	0.002	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.002
TaxID_971279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1655645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1327772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1505597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1788294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_12348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1287055	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.002	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.003	0.0	0.001	0.003	0.0	0.001	0.001	0.002	0.001	0.0	0.0	0.002	0.002	0.001	0.001	0.001	0.0	0.001	0.001	0.001	0.0	0.002	0.002	0.001	0.001	0.001	0.002	0.0	0.001	0.0	0.003	0.0	0.0	0.001	0.002	0.0	0.003
TaxID_2109691	0.28300000000000003	0.033	0.11800000000000001	0.08	0.20600000000000002	0.392	0.08499999999999999	5.679	7.409000000000001	2.251	0.178	2.317	0.14200000000000002	2.395	0.034999999999999996	4.636	0.653	0.106	0.079	3.7920000000000003	5.483	0.032	0.584	2.334	0.248	0.381	0.157	0.251	1.7000000000000002	3.9899999999999998	0.058	0.651	0.164	0.616	0.42700000000000005	0.11499999999999999	3.308	1.7069999999999999	1.5350000000000001	0.673	5.2540000000000004	0.8089999999999999	0.11199999999999999	0.307	7.664	0.154	0.265	0.976	0.608	0.107	0.784	3.2359999999999998	1.8259999999999998	4.725
TaxID_419257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_169283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.001	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
TaxID_2080419	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.001	0.001	0.001	0.003	0.002	0.003	0.001	0.005	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.005
TaxID_450367	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.002
TaxID_1911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_47716	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.003	0.002	0.002	0.001	0.003	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003
TaxID_643214	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.004	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.001	0.0	0.0	0.002	0.001	0.001	0.001	0.0	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001
TaxID_694060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_47879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
TaxID_52765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.001	0.0	0.0	0.001	0.011000000000000001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.004
TaxID_336988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_160799	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.013	0.0	0.004	0.001	0.009000000000000001	0.0	0.001	0.0	0.002	0.001	0.001	0.002	0.001	0.011000000000000001	0.0	0.002	0.001	0.001	0.003	0.001	0.002	0.001	0.006	0.0	0.016	0.001	0.011000000000000001	0.001	0.001	0.01	0.006999999999999999	0.003	0.006	0.004	0.004	0.001	0.003	0.002	0.001	0.001	0.0	0.001	0.001	0.0	0.002	0.002	0.004
TaxID_224719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.001
TaxID_1748	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.004	0.001	0.0	0.0	0.0	0.005	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.009000000000000001	0.001	0.001	0.0	0.0	0.003	0.002	0.001	0.002	0.003	0.003	0.001	0.002	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.003
TaxID_2364787	0.016	0.23800000000000002	0.093	0.23500000000000001	2.1	0.22	0.416	0.004	0.13999999999999999	0.015	0.22999999999999998	0.19499999999999998	0.01	0.306	0.436	0.835	0.218	0.462	0.096	0.024	0.243	0.021	0.7799999999999999	0.068	0.544	0.08800000000000001	0.43299999999999994	0.05	0.068	0.211	0.107	2.29	0.026	0.005	0.11800000000000001	0.048	1.0410000000000001	0.107	0.356	11.95	0.25	0.219	0.059000000000000004	0.002	0.203	0.127	0.391	0.14100000000000001	1.415	0.052	0.27899999999999997	0.637	0.28200000000000003	0.268
TaxID_95485	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.003	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.001	0.0	0.003	0.0	0.001	0.001	0.0	0.005	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.003	0.002	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.002	0.0	0.0	0.001	0.001	0.002
TaxID_2285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_34003	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.004	0.001	0.0	0.0	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.003	0.002	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001
TaxID_1866325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1534743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_205844	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.001	0.0	0.0	0.001	0.001	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.002	0.001	0.003
TaxID_453816	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_1589298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_28123	0.001	0.001	0.002	0.004	0.013	0.005	0.001	0.0	0.004	0.002	0.008	0.031	0.185	0.002	0.002	0.018000000000000002	0.001	0.027999999999999997	0.002	0.006	0.004	0.0	0.01	0.002	0.012	0.003	0.016	0.003	0.012	0.005	0.001	0.05	0.005	0.002	0.006	0.013	0.024	0.003	0.017	0.021	0.01	0.161	0.004	0.0	0.002	0.0	0.004	0.005	0.002	0.001	0.004	0.003	0.013999999999999999	0.006999999999999999
TaxID_1914200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1096868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_83683	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.009000000000000001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.001	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_45361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1850252	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.003	0.0	0.0	0.0	0.001	0.001	0.001	0.0	0.001	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.005	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.001	0.0	0.001	0.002	0.001	0.0	0.001	0.001	0.002	0.001
TaxID_1211417	0.001	0.0	0.0	0.0	3.2359999999999998	0.0	1.207	0.002	7.579	0.005	20.814	0.0	0.0	0.001	0.0	0.0	13.103000000000002	0.002	0.001	0.08499999999999999	0.003	0.0	8.923	0.0	0.0	0.152	0.002	0.0	0.001	0.0	0.0	0.0	0.003	0.001	14.469999999999999	0.0	2.102	0.35100000000000003	0.001	0.001	0.001	0.121	0.001	0.002	0.251	0.0	8.958	0.0	0.0	0.0	0.0	0.0	0.457	0.0
TaxID_756892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.005	0.0	0.002	0.0	0.002	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002
TaxID_1846169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
TaxID_356851	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.002	0.001	0.0	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.001	0.003	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.002
TaxID_634113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1898749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1349409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
TaxID_1936029	0.001	0.0	0.001	0.003	0.001	0.0	0.001	0.0	0.002	0.003	0.001	0.001	0.001	0.002	0.001	0.003	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.002	0.001	0.003	0.0	0.001	0.001	0.002	0.002	0.002	0.003	0.001	0.001	0.002	0.002	0.001	0.001	0.002	0.002	0.002	0.003	0.011000000000000001	0.001	0.0	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.002
TaxID_2174846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.002	0.0	0.004	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_108007	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.002	0.001	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002
TaxID_983548	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.001	0.001	0.001	0.0
TaxID_1160721	0.082	0.001	0.019	0.008	0.45199999999999996	13.072000000000001	0.6649999999999999	0.2	0.062	0.46299999999999997	0.015	0.036000000000000004	0.006	3.3910000000000005	0.002	0.108	0.077	0.004	0.005	0.092	0.117	0.002	0.265	0.029	0.016	0.13	0.004	0.376	0.006999999999999999	0.524	0.16199999999999998	0.066	0.011000000000000001	0.27699999999999997	0.117	0.006	0.231	2.204	1.388	0.7100000000000001	0.158	0.213	0.011000000000000001	0.054	0.19	0.409	0.11800000000000001	0.004	0.034999999999999996	0.65	0.009000000000000001	0.159	2.309	0.674
TaxID_1405	0.001	0.0	0.001	0.0	0.0	0.001	0.001	0.004	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.002	0.001	0.005	0.0	0.0	0.002	0.002	0.0	0.001	0.001	0.0	0.0	0.003	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.002	0.0	0.001
TaxID_1884914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_1168287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_412963	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.006	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.003	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.001	0.0
TaxID_1923316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
