PathID	Pathway
PathID_6757	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Escherichia.s__Escherichia_hermannii
PathID_6758	PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_sp_1_1_6
PathID_6759	PWY-6936: seleno-amino acid biosynthesis|g__Subdoligranulum.s__Subdoligranulum_variabile
PathID_6760	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA
PathID_6761	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Acidaminococcus.s__Acidaminococcus_fermentans
PathID_6762	PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_stercoris
PathID_6763	PWY-7663: gondoate biosynthesis (anaerobic)|g__Bacteroides.s__Bacteroides_finegoldii
PathID_6764	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Prevotella.s__Prevotella_melaninogenica
PathID_6765	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Megamonas.s__Megamonas_funiformis
PathID_6766	PWY-7663: gondoate biosynthesis (anaerobic)
PathID_6767	PWY-6700: queuosine biosynthesis|g__Streptococcus.s__Streptococcus_infantis
PathID_6768	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Lactobacillus.s__Lactobacillus_casei_paracasei
PathID_6769	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Odoribacter.s__Odoribacter_splanchnicus
PathID_6770	PWY-6737: starch degradation V|g__Streptococcus.s__Streptococcus_parasanguinis
PathID_6771	PWY-5897: superpathway of menaquinol-11 biosynthesis|g__Shigella.s__Shigella_sonnei
PathID_6772	PWY-6628: superpathway of L-phenylalanine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae
PathID_6773	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA
PathID_6774	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Peptoniphilus.s__Peptoniphilus_lacrimalis
PathID_6775	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_anginosus
PathID_6776	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Synergistes.s__Synergistes_sp_3_1_syn1
PathID_6777	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Collinsella.s__Collinsella_stercoris
PathID_6778	PANTO-PWY: phosphopantothenate biosynthesis I|g__Shigella.s__Shigella_flexneri
PathID_6779	PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_caccae
PathID_6780	PWY-1042: glycolysis IV (plant cytosol)|g__Streptococcus.s__Streptococcus_australis
PathID_6781	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Bacteroides.s__Bacteroides_sp_1_1_6
PathID_6782	PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_timonensis
PathID_6783	PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Escherichia.s__Escherichia_coli
PathID_6784	UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA
PathID_6785	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Coprococcus.s__Coprococcus_catus
PathID_6786	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Enterococcus.s__Enterococcus_hirae
PathID_6787	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Adlercreutzia.s__Adlercreutzia_equolifaciens
PathID_6788	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_sanguinis
PathID_6789	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Mitsuokella.s__Mitsuokella_multacida
PathID_6790	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_constellatus
PathID_6791	PYRIDNUCSAL-PWY: NAD salvage pathway I|g__Citrobacter.s__Citrobacter_freundii
PathID_6792	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Anaerostipes.s__Anaerostipes_hadrus
PathID_6793	PWY-6700: queuosine biosynthesis|g__Acidaminococcus.s__Acidaminococcus_intestini
PathID_6794	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_fermentum
PathID_6795	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii
PathID_6796	VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7
PathID_6797	VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus
PathID_6798	PWY0-1296: purine ribonucleosides degradation|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA
PathID_6799	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Megamonas.s__Megamonas_hypermegale
PathID_6800	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Staphylococcus.s__Staphylococcus_equorum
PathID_6801	P161-PWY: acetylene degradation|g__Klebsiella.s__Klebsiella_oxytoca
PathID_6802	RHAMCAT-PWY: L-rhamnose degradation I|g__Enterococcus.s__Enterococcus_casseliflavus
PathID_6803	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae
PathID_6804	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Clostridium.s__Clostridium_asparagiforme
PathID_6805	PWY-5097: L-lysine biosynthesis VI|g__Rothia.s__Rothia_mucilaginosa
PathID_6806	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA
PathID_6807	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Streptococcus.s__Streptococcus_lutetiensis
PathID_6808	VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_sp_D13
PathID_6809	UNINTEGRATED|g__Anaerococcus.s__Anaerococcus_prevotii
PathID_6810	PWY-6737: starch degradation V|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA
PathID_6811	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Sutterella.s__Sutterella_parvirubra
PathID_6812	PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV|g__Shigella.s__Shigella_flexneri
PathID_6813	UNINTEGRATED|g__Weissella.s__Weissella_confusa
PathID_6814	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_saerimneri
PathID_6815	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_sp_2_1_22
PathID_6816	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Propionibacterium.s__Propionibacterium_freudenreichii
PathID_6817	PWY-6703: preQ0 biosynthesis|g__Staphylococcus.s__Staphylococcus_equorum
PathID_6818	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_6819	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_thermophilus
PathID_6820	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_intestinalis
PathID_6821	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus
PathID_6822	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Lactococcus.s__Lactococcus_lactis
PathID_6823	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Actinomyces.s__Actinomyces_turicensis
PathID_6824	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Roseburia.s__Roseburia_hominis
PathID_6825	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Anaerotruncus.s__Anaerotruncus_colihominis
PathID_6826	PWY-6317: galactose degradation I (Leloir pathway)|g__Megamonas.s__Megamonas_rupellensis
PathID_6827	GALACTUROCAT-PWY: D-galacturonate degradation I|g__Alistipes.s__Alistipes_shahii
PathID_6828	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae
PathID_6829	PWY-5097: L-lysine biosynthesis VI|g__Akkermansia.s__Akkermansia_muciniphila
PathID_6830	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Fusobacterium.s__Fusobacterium_varium
PathID_6831	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_parvula
PathID_6832	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Acidaminococcus.s__Acidaminococcus_intestini
PathID_6833	PWY66-422: D-galactose degradation V (Leloir pathway)|g__Proteus.s__Proteus_penneri
PathID_6834	PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Desulfovibrio.s__Desulfovibrio_piger
PathID_6835	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Klebsiella.s__Klebsiella_pneumoniae
PathID_6836	ENTBACSYN-PWY: enterobactin biosynthesis|unclassified
PathID_6837	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA
PathID_6838	PWY-6936: seleno-amino acid biosynthesis|g__Streptococcus.s__Streptococcus_sanguinis
PathID_6839	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_albertii
PathID_6840	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Fusobacterium.s__Fusobacterium_varium
PathID_6841	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Campylobacter.s__Campylobacter_gracilis
PathID_6842	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Campylobacter.s__Campylobacter_hominis
PathID_6843	ARO-PWY: chorismate biosynthesis I|unclassified
PathID_6844	PWY-6703: preQ0 biosynthesis|g__Mitsuokella.s__Mitsuokella_multacida
PathID_6845	PWY-6609: adenine and adenosine salvage III|g__Fusobacterium.s__Fusobacterium_periodonticum
PathID_6846	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_dysgalactiae
PathID_6847	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Escherichia.s__Escherichia_albertii
PathID_6848	PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Escherichia.s__Escherichia_albertii
PathID_6849	PWY-7663: gondoate biosynthesis (anaerobic)|g__Citrobacter.s__Citrobacter_freundii
PathID_6850	PWY-5973: cis-vaccenate biosynthesis|g__Enterococcus.s__Enterococcus_durans
PathID_6851	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Thauera.s__Thauera_terpenica
PathID_6852	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_amylovorus
PathID_6853	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis
PathID_6854	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Clostridium.s__Clostridium_bolteae
PathID_6855	PWY-6353: purine nucleotides degradation II (aerobic)|g__Peptostreptococcaceae_noname.s__Clostridium_difficile
PathID_6856	PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Cronobacter.s__Cronobacter_sakazakii
PathID_6857	PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_nordii
PathID_6858	PANTO-PWY: phosphopantothenate biosynthesis I|g__Clostridium.s__Clostridium_celatum
PathID_6859	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Olsenella.s__Olsenella_uli
PathID_6860	PWY-6606: guanosine nucleotides degradation II
PathID_6861	UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_equorum
PathID_6862	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Clostridium.s__Clostridium_sp_SS2_1
PathID_6863	PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Prevotella.s__Prevotella_buccae
PathID_6864	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis
PathID_6865	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Campylobacter.s__Campylobacter_hominis
PathID_6866	PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus
PathID_6867	ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_sp_2_1_22
PathID_6868	PWY-6737: starch degradation V|g__Megamonas.s__Megamonas_funiformis
PathID_6869	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Enterobacter.s__Enterobacter_aerogenes
PathID_6870	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Neisseria.s__Neisseria_subflava
PathID_6871	PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|g__Proteus.s__Proteus_mirabilis
PathID_6872	UNINTEGRATED|g__Atopobium.s__Atopobium_vaginae
PathID_6873	PWY-2942: L-lysine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_animalis
PathID_6874	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_9_1_42FAA
PathID_6875	PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_faecis
PathID_6876	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_downei
PathID_6877	PWY-6609: adenine and adenosine salvage III|g__Porphyromonas.s__Porphyromonas_uenonis
PathID_6878	PWY-2942: L-lysine biosynthesis III|g__Prevotella.s__Prevotella_buccalis
PathID_6879	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Clostridium.s__Clostridium_sp_ATCC_BAA_442
PathID_6880	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli
PathID_6881	PWY-6936: seleno-amino acid biosynthesis|g__Clostridium.s__Clostridium_asparagiforme
PathID_6882	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_multisaccharivorax
PathID_6883	PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Corynebacterium.s__Corynebacterium_durum
PathID_6884	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Brachyspira.s__Brachyspira_pilosicoli
PathID_6885	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Veillonella.s__Veillonella_dispar
PathID_6886	PWY-7242: D-fructuronate degradation|g__Shigella.s__Shigella_sonnei
PathID_6887	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_8_1_57FAA
PathID_6888	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Ruminococcus.s__Ruminococcus_champanellensis
PathID_6889	PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Escherichia.s__Escherichia_fergusonii
PathID_6890	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Dorea.s__Dorea_longicatena
PathID_6891	ARO-PWY: chorismate biosynthesis I|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme
PathID_6892	PWY-2942: L-lysine biosynthesis III|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA
PathID_6893	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Methanosphaera.s__Methanosphaera_stadtmanae
PathID_6894	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Enterococcus.s__Enterococcus_faecalis
PathID_6895	UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_3_1_31
PathID_6896	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Paraprevotella.s__Paraprevotella_clara
PathID_6897	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_3_1_53
PathID_6898	PWY-6071: superpathway of phenylethylamine degradation
PathID_6899	GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Klebsiella.s__Klebsiella_oxytoca
PathID_6900	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Blautia.s__Blautia_hydrogenotrophica
PathID_6901	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA
PathID_6902	PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Clavibacter.s__Clavibacter_michiganensis
PathID_6903	PWY-6936: seleno-amino acid biosynthesis|g__Plesiomonas.s__Plesiomonas_shigelloides
PathID_6904	VALSYN-PWY: L-valine biosynthesis|g__Enterococcus.s__Enterococcus_italicus
PathID_6905	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Clostridium.s__Clostridium_scindens
PathID_6906	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_1_1_30
PathID_6907	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Actinomyces.s__Actinomyces_cardiffensis
PathID_6908	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Bacteroides.s__Bacteroides_fragilis
PathID_6909	UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)
PathID_6910	PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Klebsiella.s__Klebsiella_pneumoniae
PathID_6911	PWY-6151: S-adenosyl-L-methionine cycle I|g__Streptococcus.s__Streptococcus_downei
PathID_6912	PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_equicursoris
PathID_6913	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Cronobacter.s__Cronobacter_sakazakii
PathID_6914	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Campylobacter.s__Campylobacter_showae
PathID_6915	PWY-6700: queuosine biosynthesis|g__Porphyromonas.s__Porphyromonas_uenonis
PathID_6916	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified
PathID_6917	PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_salyersiae
PathID_6918	PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Haemophilus.s__Haemophilus_sputorum
PathID_6919	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_6920	PWY-622: starch biosynthesis
PathID_6921	PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_coprocola
PathID_6922	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Coprobacillus.s__Coprobacillus_sp_8_2_54BFAA
PathID_6923	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_clostridioforme
PathID_6924	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Barnesiella.s__Barnesiella_intestinihominis
PathID_6925	PWY-6113: superpathway of mycolate biosynthesis
PathID_6926	HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum
PathID_6927	PWY0-1296: purine ribonucleosides degradation|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii
PathID_6928	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Streptococcus.s__Streptococcus_sobrinus
PathID_6929	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes
PathID_6930	PWY-5189: tetrapyrrole biosynthesis II (from glycine)|g__Campylobacter.s__Campylobacter_hominis
PathID_6931	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Campylobacter.s__Campylobacter_concisus
PathID_6932	SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Staphylococcus.s__Staphylococcus_equorum
PathID_6933	OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|g__Bifidobacterium.s__Bifidobacterium_longum
PathID_6934	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Haemophilus.s__Haemophilus_sputorum
PathID_6935	PWY-6700: queuosine biosynthesis|g__Pyramidobacter.s__Pyramidobacter_piscolens
PathID_6936	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Citrobacter.s__Citrobacter_freundii
PathID_6937	PWY-6703: preQ0 biosynthesis|g__Haemophilus.s__Haemophilus_sputorum
PathID_6938	VALSYN-PWY: L-valine biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA
PathID_6939	UNINTEGRATED|g__Parascardovia.s__Parascardovia_denticolens
PathID_6940	UNINTEGRATED|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA
PathID_6941	PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)|g__Fusobacterium.s__Fusobacterium_nucleatum
PathID_6942	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Megasphaera.s__Megasphaera_micronuciformis
PathID_6943	PWY-1042: glycolysis IV (plant cytosol)|g__Bacteroides.s__Bacteroides_faecis
PathID_6944	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Proteus.s__Proteus_mirabilis
PathID_6945	HOMOSER-METSYN-PWY: L-methionine biosynthesis I|g__Streptococcus.s__Streptococcus_infantis
PathID_6946	GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified
PathID_6947	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Proteus.s__Proteus_mirabilis
PathID_6948	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_4_1_37FAA
PathID_6949	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Burkholderiales_noname.s__Burkholderiales_bacterium_1_1_47
PathID_6950	PWY-5850: superpathway of menaquinol-6 biosynthesis I
PathID_6951	PWY-6737: starch degradation V|g__Haemophilus.s__Haemophilus_sputorum
PathID_6952	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_equicursoris
PathID_6953	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Campylobacter.s__Campylobacter_ureolyticus
PathID_6954	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Collinsella.s__Collinsella_intestinalis
PathID_6955	COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Ruminococcus.s__Ruminococcus_sp_5_1_39BFAA
PathID_6956	PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)|g__Blautia.s__Ruminococcus_torques
PathID_6957	PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_albertii
PathID_6958	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Fusobacterium.s__Fusobacterium_mortiferum
PathID_6959	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus
PathID_6960	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_coprocola
PathID_6961	ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|unclassified
PathID_6962	PWY-5097: L-lysine biosynthesis VI|g__Alloscardovia.s__Alloscardovia_omnicolens
PathID_6963	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Leuconostoc.s__Leuconostoc_lactis
PathID_6964	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Olsenella.s__Olsenella_sp_oral_taxon_809
PathID_6965	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Megasphaera.s__Megasphaera_elsdenii
PathID_6966	PWY-2941: L-lysine biosynthesis II|g__Fusobacterium.s__Fusobacterium_mortiferum
PathID_6967	PWY0-1061: superpathway of L-alanine biosynthesis|g__Streptococcus.s__Streptococcus_sp_2_1_36FAA
PathID_6968	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Eggerthella.s__Eggerthella_lenta
PathID_6969	PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Megasphaera.s__Megasphaera_micronuciformis
PathID_6970	GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|g__Escherichia.s__Escherichia_coli
PathID_6971	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_ICM7
PathID_6972	PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Peptostreptococcus.s__Peptostreptococcus_stomatis
PathID_6973	PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_fergusonii
PathID_6974	ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|g__Bacteroides.s__Bacteroides_caccae
PathID_6975	PWY-5030: L-histidine degradation III|unclassified
PathID_6976	PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_equorum
PathID_6977	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_gnavus
PathID_6978	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA
PathID_6979	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Shigella.s__Shigella_sonnei
PathID_6980	PWY-621: sucrose degradation III (sucrose invertase)|g__Lactobacillus.s__Lactobacillus_equicursoris
PathID_6981	PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Escherichia.s__Escherichia_fergusonii
PathID_6982	PWY66-422: D-galactose degradation V (Leloir pathway)|g__Cronobacter.s__Cronobacter_sakazakii
PathID_6983	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Peptoniphilus.s__Peptoniphilus_lacrimalis
PathID_6984	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lactobacillus.s__Lactobacillus_sakei
PathID_6985	PWY-2942: L-lysine biosynthesis III|g__Lactobacillus.s__Lactobacillus_crispatus
PathID_6986	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Bacteroides.s__Bacteroides_sp_2_1_22
PathID_6987	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Pseudomonas.s__Pseudomonas_aeruginosa
PathID_6988	PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Shigella.s__Shigella_sonnei
PathID_6989	PWY0-1479: tRNA processing|g__Sutterella.s__Sutterella_wadsworthensis
PathID_6990	GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_albertii
PathID_6991	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Campylobacter.s__Campylobacter_hominis
